322.046	96.6138	468.565	4056.35	746.414
643.51	193.053	661.65	2058.05	809.411
785.286	235.586	955.155	2059.95	860.304
810.813	243.244	1665.99	1597.39	841.603
709.145	212.743	2706.14	533.705	746.342
400.573	120.172	1583.67	277.351	690.59
209.113	62.7339	731.323	207.88	616.279
155.613	46.6839	453.626	158.877	550.432
113.364	34.0091	342.393	102.292	507.708
89.1516	26.7455	306.581	81.5422	464.867
132.688	39.8064	427.203	95.5737	469.32
183.476	55.0428	648.468	644.398	538.591
219.466	65.8399	826.242	1302.93	644.44
529.413	158.824	990.314	1269.37	660.692
573.648	172.095	1365.17	913.982	670.783
434.021	130.206	2153.76	499.684	692.754
242.016	72.6049	1848.04	215.297	654.849
141.204	42.3613	1198.78	151.45	623.491
112.736	33.8208	614.829	122.791	544.192
95.8504	28.7551	449.226	105.087	471.937
70.4101	21.123	343.42	82.5392	385.791
51.7663	15.5299	280.252	68.7558	377.924
33.0551	9.91654	262.387	59.3317	315.354
89.5234	26.857	387.094	172.255	371.455
197.699	59.3098	507.597	818.443	463.028
483.033	144.91	774.675	2895.79	767.971
883.652	265.096	1224.73	2150.82	727.185
711.758	213.527	1841.29	725.65	652.789
355.196	106.559	2344.21	230.852	648.02
161.613	48.484	1570.4	143.313	543.021
116.846	35.0538	756.09	102.8	449.928
91.6213	27.4864	461.574	75.6985	398.499
67.8172	20.3452	349.36	58.4643	355.672
48.4465	14.534	276.348	44.6111	316.01
51.3012	15.3904	290.913	42.7326	325.032
84.7457	25.4237	434.713	112.384	390.277
209.807	62.9422	637.397	1164.12	437.319
689.364	206.809	1032.23	3941.72	732.879
568.289	170.487	2829.06	2757.89	802.334
576.527	172.958	3417.81	1557.62	804.175
381.711	114.513	3818.24	427.769	815.427
185.796	55.7387	2575.32	225.601	796.191
126.033	37.81	1293.1	151.256	744.654
97.3778	29.2133	620.223	101.976	690.987
66.5694	19.9708	418.55	48.5768	641.38
46.5675	13.9702	322.3	1.16832	462.87
36.6345	10.9904	291.243	22.137	589.138
71.4002	21.42	292.21	1462.74	641.591
217.974	65.3922	513.452	6260.13	715.49
492.894	147.868	813.686	4549.67	843.749
366.693	110.008	942.594	6020.02	736.984
391.214	117.364	1089.84	2401.52	747.736
225.662	67.6986	1115.36	1083.49	729.69
133.237	39.9712	1096.41	156.789	662.534
85.2491	25.5747	589.671	120.665	628.931
63.7061	19.1118	401.677	88.3822	475.314
44.3739	13.3122	293.077	231.265	437.93
29.2655	8.77965	248.671	44.2466	396.934
19.9402	5.98207	231.77	43.3719	368.254
45.8698	13.761	313.145	63.8345	357.622
275.221	82.5664	527.894	954.736	579.55
551.286	165.386	872.457	1172.02	601.788
549.275	164.783	1982.52	518.032	779.374
453.028	135.908	2232.3	537.457	751.003
251.113	75.334	1885.19	240.779	732.048
131.737	39.521	1159.03	461.445	700.755
91.9489	27.5847	517.355	357.17	601.835
70.1551	21.0465	366.868	279.894	535.366
52.898	15.8694	280.83	231.265	488.147
38.8995	11.6698	219.468	121.04	499.012
44.6923	13.4077	268.437	120.306	485.706
68.3542	20.5063	445.074	269.964	519.995
118.702	35.6106	620.755	758.159	472.504
163.443	49.0329	767.289	467.04	466.555
127.197	38.1591	947.561	372.924	499.744
175.352	52.6056	1034.55	1247.91	476.548
101.32	30.396	985.884	245.888	390.594
58.339	17.5017	680.423	192.046	330.368
41.7729	12.5319	428.716	151.257	221.683
32.6315	9.78944	323.081	95.9763	198.933
21.9208	6.57624	245.997	145.487	166.138
10.8537	3.2561	182.387	26.7269	154.231
17.3578	5.20734	208.45	44.5567	176.183
37.3015	11.1904	283.942	1460.8	266.234
201.538	60.4615	442.874	3831.99	618.139
659.617	197.885	698.304	2250.48	578.284
1080.25	324.076	1155.14	4011.77	511.089
895.073	268.522	2366.36	7355.37	328.254
543.825	163.148	3248.9	291.148	288.616
224.001	67.2004	1790.51	292.32	293.971
134.022	40.2065	763.897	316.467	264.097
96.0625	28.8187	406.645	221.285	247.396
65.918	19.7754	280.903	152.619	229.11
43.6195	13.0858	215.848	134.458	213.644
40.2008	12.0602	206.873	3995.06	246.103
70.7292	21.2188	338.942	328.529	252.203
406.293	121.888	513.381	992.794	393.756
701.235	210.371	870.336	2058.05	471.161
673.144	201.943	1427.8	3027.98	387.245
359.759	107.928	1930.43	88.3283	363.53
152.154	45.6461	1223.66	2132.88	308.447
92.4419	27.7326	523.563	7481.11	303.407
72.9202	21.8761	351.29	6392.4	289.249
58.5487	17.5646	285.148	5254.62	302.073
40.2354	12.0706	217.213	4361.52	288.387
26.094	7.8282	163.723	41.223	275.187
21.0259	6.30777	163.423	34.5546	283.831
37.6041	11.2812	226.352	56.7158	309.315
87.1815	26.1544	351.113	210.019	616.369
229.777	68.9332	487.261	774.179	537.668
322.139	96.6418	731.535	1318.74	404.244
279.03	83.7091	1315.2	397.98	371.934
121.558	36.4673	1179.84	202.678	340.469
60.7111	18.2133	491.847	142.489	327.341
41.6523	12.4957	309.632	97.2867	321.515
34.2438	10.2731	241.858	78.2711	296.645
21.3034	6.39102	177.283	56.8452	273.449
9.73223	2.91967	127.032	48.772	261.45
7.27173	2.18152	132.147	53.8405	260.509
42.6833	12.805	235.116	144.373	396.466
163.609	49.0828	374.497	462.456	522.671
305.377	91.6131	512.6	1740.36	615.635
515.583	154.675	662.519	3027.42	797.302
448.111	134.433	862.107	1031.17	537.913
271.508	81.4525	957.852	372.686	721.979
125.965	37.7896	526.093	138.619	691
80.5058	24.1517	325.635	96.1135	380.492
56.4303	16.9291	250.729	72.9318	343.348
35.7994	10.7398	183.187	55.4814	319.083
17.4331	5.22994	129.8	42.2453	309.304
11.4152	3.42457	130.46	34.3838	289.371
42.3448	12.7035	218.723	173.383	454.783
282.833	84.85	404.339	963.815	736.712
526.085	157.825	733.268	2807.74	1029.6
441.859	132.558	957.142	1306.85	751.907
449.692	134.908	1357.07	623.7	709.65
165.603	49.6809	1600.18	205.785	520.156
75.6662	22.6999	1192.99	112.086	691
51.8997	15.5699	510.365	78.2508	634.289
37.5056	11.2517	318.752	53.4565	574.246
24.2407	7.2722	229.827	36.4587	489.651
13.5417	4.06251	184.303	27.3372	342.735
8.4959	2.54877	175.523	36.3329	329.721
67.814	20.3442	262.51	949.7	520.359
315.536	94.6608	571.468	2899.33	831.497
519.093	155.728	939.832	2187.96	875.461
637.366	191.21	2326.18	2463.14	746.821
611.278	183.384	3502.29	842.044	593.338
372.05	111.615	3123.68	340.265	487.319
150.202	45.0605	1871.06	187.377	458.926
104.528	31.3584	804.029	129.638	455.381
77.6274	23.2882	483.894	85.1998	459.857
50.0951	15.0285	334.583	57.5974	419.586
29.3371	8.80112	234.194	41.8282	415.42
19.3251	5.79752	199.613	35.211	427.359
87.2251	26.1675	323.294	117.54	587.451
407.438	122.231	592.368	1299.16	938.691
586.189	175.857	936.296	2196.44	978.608
795.485	238.645	2041.21	3230.35	941.192
813.061	243.918	2903.71	1476.74	971.219
480.128	144.038	3331.76	506.588	824.263
215.483	64.645	2020.11	281.226	765.14
136.86	41.0579	818.152	196.219	706.012
104.648	31.3944	465.016	146.762	717.277
75.702	22.7106	311.19	102.419	617.763
48.0892	14.4268	223.832	74.644	610.076
36.4143	10.9243	216.993	68.6925	592.683
69.0377	20.7113	302.855	96.6642	617.414
126.959	38.0878	506.177	215.711	666.196
263.443	79.0328	694.768	885.801	821.073
781.21	234.363	1069.16	1084.41	839.497
445.712	133.713	2916.8	655.929	728.17
237.183	71.155	2681.94	226.896	647.525
119.767	35.9301	1673.17	147.86	587.71
