% monthly inflows (m3/sec) for the zambezi river system 1974-2005: [ithezhi-thezi, kafue flats (lateral contribution), kariba, cahora bassa (=Luangwa River and engaged tributaries of middle zambezi), shire river]
347.131	104.139	1095.21	1146.76	335.968
1054.13	316.238	1557.94	3353.52	656.393
810.552	243.166	3067.59	3412.81	777.355
613.049	183.915	2747.8	2147.77	735.4
324.255	97.2766	2855.26	516.261	627.065
176.149	52.8446	2072	226.553	667.733
117.809	35.3428	983.11	142.46	651.194
87.3015	26.1905	565.355	94.9252	530.581
60.107	18.0321	425.88	55.3909	278.6
33.7404	10.1221	313.819	42.9002	178.774
24.8545	7.45635	327.28	0.0104118	187.367
213.854	64.1562	550.994	353.288	484.129
838.52	251.556	943.432	1057.87	558.323
727.011	218.103	2233.89	1006.42	577.107
1049.69	314.906	3984.85	2382.78	703.226
763.214	228.964	5988.76	818.211	636.1
460.413	138.124	4088.59	367.118	617.419
199.199	59.7597	2291.24	144.033	600.133
130.258	39.0774	1231.12	12.0324	561.065
98.6236	29.5871	737.806	4.51816	406.323
72.859	21.8577	487.28	0.820833	237.967
46.6654	13.9996	370.723	0.0256129	246.387
32.5805	9.77414	316.56	0.00576667	201.1
94.5048	28.3514	448.916	270.861	268.516
376.677	113.003	695.884	1044.86	500.097
851.747	255.524	1007.14	2275.05	644.893
1065.71	319.714	2686.57	3980.35	851.806
1281.8	384.54	5810.32	2438.92	873.567
902.531	270.759	5068.41	660.339	777.71
542.895	162.868	3181.36	333.529	747.233
264.713	79.4139	1713.75	106.563	702.387
181.27	54.381	881.923	8.65594	632.452
130.92	39.2759	585.24	2.86563	470.533
98.7659	29.6298	499.974	0.228484	417.032
81.282	24.3846	498.36	0.0206207	387.1
116.134	34.8402	561.6	163.81	479.903
240.934	72.2801	805.665	997.271	745.355
406.199	121.86	1143.21	1101.46	728.75
775.787	232.736	2095.28	2213.89	764.194
781.681	234.504	2934.04	805.872	678.633
506.974	152.092	3217.35	25.0802	633.419
230.235	69.0705	2482.6	14.9016	614
157.409	47.2228	1319.57	65.0424	539.806
124.645	37.3936	751.587	83.5042	509.194
89.5021	26.8506	547.84	63.8114	445
55.6018	16.6805	428.206	47.777	401.613
39.8506	11.9552	370.56	43.5304	378.9
206.169	61.8506	553.084	280.543	480.29
794.523	238.357	1096.22	2056.97	642.806
1255.06	376.518	1568.06	3867.7	779.071
1974.05	592.216	2864.79	6348.03	1153.13
2187.12	656.136	6518.92	1510.02	1000.2
1466.11	439.832	6356.71	470.834	808.613
910.669	273.201	3681.12	225.36	760.433
501.726	150.518	1952.75	143.05	711.645
333.284	99.9853	1076.52	74.6576	634.968
231.684	69.5051	731.52	33.7329	591.433
174.014	52.2043	574.8	17.8913	516.161
229.147	68.744	623.92	19.5259	363.067
378.157	113.447	859.548	1115.65	804.774
666.344	199.903	1094.94	1075.83	795.29
816.864	245.059	1538.53	1129.8	813.929
1287.18	386.154	2644.14	2721.06	1157.42
1638.75	491.624	4860.24	1415.47	1018.5
1016.45	304.934	4582.76	698.964	1024.81
601.055	180.317	2391.64	461.445	1008.67
364.8	109.44	1277.46	357.17	973.129
275.897	82.769	791.768	279.894	869.065
198.265	59.4796	593.6	231.265	826.633
147.106	44.1318	450.465	62.0727	764.516
177.137	53.1411	508.6	68.9752	753.733
452.909	135.873	816.813	479.831	897.615
626.636	187.991	1243.2	634.571	818.839
803.572	241.071	2585.36	1378.87	856.714
1051.22	315.366	2841.21	2195.33	1088.61
895.456	268.637	3458.72	2137.34	1005.4
728.088	218.427	3038.67	408.466	1010.39
428.561	128.568	2031.84	461.445	979.333
270.243	81.0729	1068.19	357.17	906.581
213.871	64.1613	694.994	279.894	812.742
157.174	47.1522	526.72	69.2961	745.767
115.131	34.5394	406.065	60.6017	698.742
128.824	38.6473	443.32	51.2152	602.967
177.55	53.2651	614.865	430.042	840.839
430.817	129.245	866.748	761.863	981.194
902.019	270.606	1197.09	2661.47	1085.89
1512.02	453.606	1948.03	2030.27	1074.74
1127.17	338.152	3486.12	457.681	937.967
708.211	212.463	3649.78	300.128	913.161
367.985	110.396	2197.36	132.522	836.833
251.074	75.3221	1085.85	94.3774	749.097
198.274	59.4822	678.155	68.4835	660.742
150.549	45.1646	504.64	51.7271	596.633
108.795	32.6384	369.019	38.4925	552.097
86.4007	25.9202	338.44	29.4717	551.133
125.765	37.7294	443.652	45.937	602.968
214.658	64.3973	580.026	774.392	869.161
609.18	182.754	789.171	2457.69	1046.11
645.741	193.722	981.29	934.302	804.742
392.42	117.726	1441.16	322.634	741.833
264.894	79.4683	1603.9	198.05	726.581
172.938	51.8814	1185.68	89.3926	688.4
130.074	39.0221	686.671	61.7834	669.161
106.165	31.8495	505.742	42.1975	573.645
84.4441	25.3332	395.28	32.0013	532
67.9637	20.3891	335.342	23.9078	528.161
86.2671	25.8801	382.72	33.6696	496.033
230.222	69.0666	620.245	296.977	558.839
262.178	78.6535	866.477	528.253	532.774
458.101	137.43	1058.06	2229.92	784.464
526.048	157.814	1249.32	704.684	626.032
386.633	115.99	1406.88	293.764	603.1
205.182	61.5546	1355.26	124.493	626.903
128.225	38.4676	932.8	73.4148	595
99.322	29.7966	573.677	56.4026	559.29
81.9215	24.5765	443.226	41.0608	519.161
64.8728	19.4618	350.72	32.7086	447.667
49.0098	14.703	277.2	23.8224	414.323
50.8955	15.2687	313.28	19.0423	444.635
120.588	36.1764	441.987	197.507	1554.81
297.737	89.321	656.516	899.715	1588.31
363.036	108.911	887.957	1004.65	1608.16
444.981	133.494	1292.48	997.167	811.369
427.231	128.169	2112.64	358.091	1958.41
207.161	62.1482	1789.39	156.352	1818.08
108.639	32.5916	1066.64	101.225	1682.14
83.4771	25.0431	540.426	77.0086	1486.77
67.6812	20.3043	399.019	55.3013	1282.05
52.1061	15.6318	311.56	41.2571	489.651
37.3954	11.2186	257.768	36.5866	860.611
48.0357	14.4107	294.96	62.9017	444.635
149.086	44.7258	425.032	655.807	593.578
443.334	133	642.852	2023.68	721.375
911.113	273.334	986.057	3634.58	814.771
734.284	220.285	1194.08	1533.52	811.369
733.353	220.006	1786.4	955.07	805.111
453.251	135.975	2248.18	295.204	659.085
228.989	68.6966	1694.16	181.035	596.067
153.064	45.9192	787.123	124.554	540.106
115.033	34.5098	491.187	95.664	475.435
86.0823	25.8247	359.64	70.615	430.947
56.1833	16.855	272.71	53.6249	405.165
55.6926	16.7078	263.56	88.4252	380.814
101.731	30.5192	331.626	331.649	540.448
322.046	96.6138	511.161	4056.35	746.414
643.51	193.053	721.8	2058.05	809.411
785.286	235.586	1041.99	2059.95	860.304
810.813	243.244	1817.44	1597.39	841.603
709.145	212.743	2952.15	533.705	746.342
400.573	120.172	1727.64	277.351	690.59
209.113	62.7339	797.806	207.88	616.279
155.613	46.6839	494.865	158.877	550.432
113.364	34.0091	373.52	102.292	507.708
