2.1229,32.743,45.408,6.7979,0,0,24.954,0,0,33.945,31.979,0,0,0,4.9693,1.3906,0,4.1231e-11,1.2738e-09,6.5154,5.9003,3.4843,8.3526,0,9.1722,5.7651,1.2693,13.236,21.027,24.066,11.021,3.2087,2.7015,1.0167,0.69794,15.677,2.1269,2.808,1.6031,0.39061,0.76273,0.21864,0.24898,42.848,0,1.0148,0.2539,0.79548,0.53803,0.97657,0.2643,2.8056,2.915,1.9243,0.97178,0.62661,0.84572,0,0.70221,2.4358,0,0.11676,0.54892,0.78462,9.2016,0.47725,0.75264,1.0153,8.9392,6.5284,8.6479,0,81.188,1.0846,0.49258,118.13,0.90132,3.6011,14.051,0.47197,0.63176,0.44842,9.2637,0.43992,3.6829,3.7919,1.1084,1.0101,0.56295,2.2728,0,0,17.086,0,30.671,9.4082,0,5.1792e-10,0,1.202e-11,0,115.22,0,0,6.906,12.059,6.8255,0,23.719,4.7589,2.0679,0,0,20.067,0.68765,70.041,2.1779,46.713,0.89623,0,2.9938,10.159,0.77059,0.017754,0.34515,0.45734,0.43415,6.2575,24.667,11.251,27.631,24.128,25.562,29.231,26.084,0,19.707,3.9692,269.62,13.724,0,0,7.5919e-10,1.1569e-10,1.9151,0.40527,1.8226,0,0,0,0,0,2.9092,0,5.5853e-11,0,0,11.105,1.9148,2.8888,7.2884e-11,2580
1.6626,25.644,35.563,7.4413,0,0,22.436,0,0,22.294,46.367,0,0,0,5.3628,1.0891,0,4.1231e-11,1.2738e-09,4.7956,8.5549,5.0519,12.111,0,13.299,3.7863,0.83362,19.191,15.477,34.894,15.98,4.6524,3.6816,1.9438,1.0688,18.032,2.4465,3.2298,1.462,0.35622,1.0206,0.29257,0.33316,57.336,0.88958,0.7948,0.23155,0.72545,0.71995,2.3868,0.35367,3.7543,3.9006,1.5071,0.76108,0.49076,0.66236,0,0.54997,1.9077,0,0.091445,0.79589,0.6145,13.342,0.37378,0.58946,0.7952,7.0011,5.113,6.7729,0,95.76,0.84943,0.38579,107.73,0.7059,2.8203,11.005,0.36964,0.49479,0.3512,6.3979,0.34454,2.8844,2.9697,0.8681,0.79113,0.44089,1.78,0.013083,0.097333,13.381,0,44.471,10.163,0,5.1792e-10,0,1.202e-11,0,124.47,0,0,10.013,13.027,9.8965,0,34.39,5.2093,2.2636,0,0,18.042,0.74286,62.973,1.2163,50.463,0.96818,0,3.4436,13.594,0.60351,0.013905,0.31476,0.41707,0.58094,7.1977,19.319,8.812,21.64,18.896,20.019,22.894,20.429,0,13.61,4.3449,234.85,33.543,0,0,7.5919e-10,1.1569e-10,1.7218,0.3174,1.4275,0,0,0,0,0,2.6156,0,5.5853e-11,0,0,7.6698,1.4996,3.8656,7.2884e-11,2020
0.75694,11.675,16.191,3.4767,0,0,24.779,0,0,22.725,11.304,0,0,0,0.77964,0.49584,0,4.1231e-11,1.2738e-09,4.8593,2.0856,1.2316,2.9525,0,3.2422,3.8595,0.84973,4.6786,15.682,8.507,3.8959,1.1342,0,0,0,8.0412,1.091,1.4403,0.97636,0.2379,0.34888,0.10001,0.11388,19.599,0,0.36185,0.15464,0.48449,0.2461,0.7742,0.12089,1.2833,1.3333,0.68615,0.3465,0.22343,0.30155,0,0.25039,0.86854,0,0.041633,0.19403,0.27977,3.2526,0.17017,0.26837,0.36203,3.1874,2.3278,3.0836,0,33.946,0.38672,0.17564,71.947,0.32138,1.284,5.0102,0.16829,0.22527,0.15989,6.9387,0.15686,1.3132,1.3521,0.39522,0.36018,0.20073,0.81041,0,0,6.0922,0,10.842,3.9491,0,5.1792e-10,0,1.202e-11,0,48.364,0,0,2.4411,5.0618,2.4127,0,8.3841,2.4339,1.0576,0,0,19.926,0.28864,69.55,1.5557,19.608,0.3762,0,1.5356,4.6467,0.27477,0.0063306,0.21021,0.27854,0.19858,3.2097,8.7956,4.0119,9.8522,8.6031,9.1144,10.423,9.3007,0,14.761,2.03,83.538,10.88,0,0,7.5919e-10,1.1569e-10,1.9016,0.14451,0.64989,0,0,0,0,0,2.8888,0,5.5853e-11,0,0,8.3181,0.68274,1.3214,7.2884e-11,2180
2.2847,35.239,48.869,8.7237,0,0,46.58,0.60281,0,41.559,52.629,0,0,0,12.168,1.4966,1.1475,1.3506,4.19,7.6392,9.7103,5.7342,13.746,0,15.095,7.0582,1.554,21.783,24.654,39.607,18.138,5.2807,1.2644,0,0.15404,12.223,1.6583,2.1893,3.3214,0.80928,1.2237,0.35078,0.39945,68.744,0,1.0922,0.52606,1.6481,0.8632,3.1485,0.42404,4.5013,4.6767,2.071,1.0458,0.67437,0.91018,0.2634,0.75574,2.6215,0,0.12566,0.90337,0.84442,15.143,0.51363,0.81001,1.0927,9.6206,7.026,9.307,0,59.819,1.1672,0.53013,244.75,0.97002,3.8756,15.122,0.50795,0.67992,0.4826,4.6224,0.47345,3.9636,4.0809,1.1929,1.0871,0.60585,2.4461,0,0,18.388,6.3672,50.477,3.3098,0,3.1144,0,1.202e-11,0,40.534,0,105.27,11.365,4.2423,11.233,0,39.035,6.107,2.6538,0,0,37.457,0.24191,130.74,5.6853,16.433,0.31529,0,2.3342,16.298,0.82932,0.019108,0.71511,0.94754,0.69653,4.8789,26.547,12.109,29.737,25.967,27.51,31.459,28.072,0,9.8333,5.0936,0,44.247,0,0,4.0003,0.42792,3.5747,0.43616,1.9616,0,0,0,0,0.090344,5.4304,1.4995,0.72441,0,0,5.5413,2.0607,4.6347,2.759,2356
1.8921,29.184,40.472,11.004,0,0,46.509,6.0584,0,124.94,13.471,0,0,0,3.0727,1.2394,4.2106,4.9555,15.374,19.947,2.4855,1.4677,3.5185,0,3.8638,21.219,4.6718,5.5755,64.373,10.138,4.6427,1.3517,0,0,0,4.7188,0.64021,0.8452,1.4501,0.35334,0.33612,0.096349,0.10972,18.882,0,0.90451,0.22968,0.71959,0.2371,3.2755,0.11647,1.2364,1.2846,1.7151,0.86614,0.5585,0.75378,2.6472,0.62588,2.1711,0,0.10407,0.23123,0.69933,3.8761,0.42538,0.67083,0.90496,7.9675,5.8187,7.7078,0,13.39,0.96668,0.43904,106.86,0.80334,3.2096,12.524,0.42067,0.56309,0.39968,0.89304,0.3921,3.2825,3.3797,0.98793,0.90034,0.50175,2.0258,0,0,15.228,23.363,12.92,1.0203,0,11.428,0,1.202e-11,0,12.495,0,0,2.9091,1.3077,2.8752,0,9.9914,7.7033,3.3474,0,0,37.4,0.074572,130.54,2.4325,5.0658,0.097191,0,0.90114,4.4767,0.68682,0.015824,0.31222,0.4137,0.19132,1.8835,21.986,10.028,24.627,21.505,22.783,26.054,23.249,0,1.8998,6.4251,161.75,46.031,0,0,14.678,1.5701,3.5692,0.36121,1.6245,0,0,0,0,0.90797,5.4221,5.502,2.6581,0,0,1.0706,1.7066,1.273,10.123,3041.3
5.5204,85.146,118.08,20.721,0,0,65.246,76.609,0,225.68,113.73,0,0,0,9.9765,3.6161,43.822,51.575,160.01,34.816,20.984,12.392,29.705,0,32.62,38.328,8.4386,47.072,112.36,85.59,39.197,11.412,7.094,5.1722,2.3603,26.233,3.5591,4.6987,0.67678,0.1649,0.20318,0.058242,0.066323,11.414,0,2.639,0.10719,0.33583,0.14332,39.182,0.070406,0.74737,0.7765,5.004,2.527,1.6295,2.1992,33.474,1.8261,6.3342,0,0.30363,1.9522,2.0403,32.724,1.2411,1.9572,2.6403,23.246,16.977,22.488,0,146.5,2.8204,1.2809,49.871,2.3438,9.3643,36.539,1.2273,1.6429,1.1661,0,1.144,9.577,9.8605,2.8824,2.6268,1.4639,5.9103,0,0,44.43,243.15,109.08,1.9853,0,118.93,0,1.202e-11,0,24.313,0,0,24.56,2.5446,24.274,0,84.353,14.506,6.3033,0,0,52.467,0.1451,183.13,2.8851,9.8571,0.18912,0,5.0098,2.7061,2.0039,0.046169,0.14571,0.19307,0.11565,10.471,64.146,29.258,71.851,62.742,66.471,76.014,67.829,0,0,12.099,10.155,550.63,0,0,152.76,16.341,5.0072,1.0539,4.7396,0,0,0,0,11.481,7.6064,57.262,27.664,0,0,0,4.9792,0.76954,105.36,3015
14.352,221.37,306.99,32.003,0,0,81.421,272.36,0,258.03,287.7,0,0,0,38.626,9.4014,153.73,180.93,561.32,39.591,53.082,31.347,75.145,0,82.518,43.823,9.6483,119.08,127.77,216.51,99.155,28.867,54.367,49.895,20.252,139.84,18.973,25.048,40.964,9.9812,6.4815,1.8579,2.1157,364.11,137.89,6.861,6.4881,20.327,4.572,33.476,2.246,23.841,24.771,13.01,6.5699,4.2363,5.7176,119.01,4.7475,16.468,388.04,0.78938,4.9383,5.3046,82.782,3.2266,5.0884,6.8644,60.435,44.137,58.466,0,849.41,7.3325,3.3302,3018.6,6.0935,24.346,94.997,3.1909,4.2712,3.0317,0,2.9742,24.899,25.636,7.4937,6.8293,3.8059,15.366,2.0279,15.087,115.51,852.98,275.94,3.9491,0,417.22,0,40.305,0,48.364,0,3.4673,62.13,5.0618,61.406,0,213.39,22.404,9.7353,0,0,65.474,0.28864,228.53,11.597,19.608,0.3762,0,26.706,86.326,5.2097,0.12003,8.8197,11.686,3.6892,55.82,166.77,76.067,186.8,163.12,172.81,197.62,176.35,31.652,0,18.686,126.5,470.45,0,0,535.9,57.326,6.2485,2.7399,12.322,0,0,0,0,40.819,9.4922,200.88,97.046,0,0,0,12.945,24.548,369.61,3470.5
56.919,877.93,1217.5,39.745,0,0,89.75,184.46,0,345.62,259.01,0,0,0,124.21,37.285,104.38,122.84,381.12,52.52,47.789,28.221,67.651,0,74.289,58.698,12.923,107.2,169.5,194.92,89.267,25.989,135.18,126.35,50.836,334.06,45.322,59.834,110.8,26.997,14.223,4.077,4.6426,798.98,338.04,27.21,17.548,54.98,10.033,171.11,4.9284,52.316,54.355,51.596,26.056,16.801,22.676,80.601,18.828,65.311,744.03,3.1306,4.4459,21.038,74.527,12.796,20.18,27.224,239.68,175.04,231.87,0,2051,29.08,13.207,8164.5,24.167,96.554,376.75,12.655,16.939,12.023,0,11.795,98.747,101.67,29.719,27.084,15.094,60.94,4.9715,36.986,458.11,579.15,248.42,10.911,0,283.28,0,77.281,0,133.62,0,0,55.934,13.985,55.283,0,192.11,27.823,12.09,0,0,72.173,0.79747,251.91,18.583,54.173,1.0394,0,63.795,189.43,20.661,0.47604,23.855,31.609,8.0954,133.34,661.39,301.68,740.85,646.92,685.37,783.76,699.38,60.69,0,23.206,0,2404.6,0,0,363.86,38.922,6.8878,10.866,48.87,0,0,0,0,27.646,10.463,136.39,65.891,0,0,0,51.339,53.867,250.95,4430
33.652,519.05,719.82,37.165,0,0,100.59,126.8,0,348.01,411,0,0,0,75.778,22.044,72.004,84.743,262.91,52.873,75.831,44.781,107.35,0,117.88,59.104,13.013,170.11,170.63,309.31,141.65,41.239,51.211,46.909,19.057,132.26,17.944,23.689,25.901,6.3109,9.2135,2.6411,3.0075,517.59,290,16.087,4.1023,12.852,6.4992,223.74,3.1927,33.891,35.212,30.505,15.405,9.9333,13.407,55.406,11.132,38.614,641.11,1.8509,7.0548,12.438,118.26,7.5656,11.931,16.095,141.71,103.49,137.09,0,802.48,17.193,7.8086,1908.6,14.288,57.085,222.74,7.4819,10.015,7.1085,25.791,6.9737,58.382,60.11,17.571,16.013,8.924,36.029,4.2649,31.73,270.85,399.52,394.19,21.231,0,195.42,0,66.591,0,260.01,0,0,88.757,27.213,87.723,0,304.84,26.017,11.306,0,0,80.888,1.5518,282.33,22.289,105.41,2.0225,0,25.257,122.71,12.216,0.28145,5.5765,7.3891,5.2443,52.792,391.03,178.36,438.01,382.48,405.21,463.38,413.49,52.295,54.866,21.7,99.399,3144.3,0,0,251,26.85,7.7195,6.4244,28.893,0,0,0,0,19.004,11.727,94.088,45.454,0,0,30.918,30.353,34.896,173.12,3928.4
36.881,568.86,788.89,25.178,0,0,80.405,38.417,0,247.55,228.21,0,0,0,55.74,24.159,22.379,26.338,81.712,38.044,42.106,24.865,59.606,0,65.455,42.043,9.2564,94.454,122.78,171.74,78.652,22.898,34.965,31.54,12.909,93.216,12.647,16.696,10.553,2.5713,7.4785,2.1438,2.4412,420.12,263.32,17.631,1.6714,5.2366,5.2753,224.15,2.5915,27.509,28.581,33.432,16.883,10.886,14.693,16.786,12.2,42.319,349.24,2.0285,3.9172,13.631,65.665,8.2915,13.076,17.64,155.3,113.42,150.24,0,560.92,18.843,8.5579,777.64,15.659,62.563,244.12,8.1998,10.976,7.7906,40.533,7.6429,63.984,65.878,19.257,17.55,9.7803,39.487,3.8726,28.811,296.84,124.17,218.88,18.453,0,60.735,0,36.275,0,225.99,0,238.06,49.283,23.652,48.709,0,169.26,17.626,7.6592,0,0,64.658,1.3487,225.68,29.247,91.622,1.7578,0,17.801,99.605,13.388,0.30845,2.2721,3.0106,4.2567,37.208,428.55,195.47,480.04,419.18,444.09,507.85,453.17,28.487,86.225,14.701,79.207,3150,0,0,78.012,8.345,6.1706,7.0409,31.665,0,0,0,0,5.7576,9.3738,29.242,14.127,0,0,48.59,33.266,28.325,53.804,3581.7
